"","logFC","logCPM","PValue","symbol","name","entrez"
"ENSMUSG00000037225",1.80200104577105,4.73464078304292,1.00429304292072e-21,"Fgf2","fibroblast growth factor 2","14173"
"ENSMUSG00000037318",1.11138569133672,0.573496055912235,0.000261182606443515,"Traf3ip3","TRAF3 interacting protein 3","215243"
"ENSMUSG00000037321",1.9112363512599,2.90900063145705,2.69410008563826e-13,"Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","21354"
"ENSMUSG00000037370",-1.43009187355207,4.36967684911224,3.26266623864696e-13,"Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1","18605"
"ENSMUSG00000037405",1.91642260736196,2.64202091721716,2.78600449567584e-20,"Icam1","intercellular adhesion molecule 1","15894"
"ENSMUSG00000037411",3.78712091403331,2.81485366037449,1.13315251652909e-20,"Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1","18787"
"ENSMUSG00000037447",1.01258180459331,4.34699166636541,8.99274541987365e-12,"Arid5a","AT rich interactive domain 5A (MRF1-like)","214855"
"ENSMUSG00000037548",1.47826805843064,0.786943089322561,3.87954174398339e-07,"H2-DMb2","histocompatibility 2, class II, locus Mb2","15000"
"ENSMUSG00000037580",1.62667347065684,2.38803366007471,1.29230316425129e-22,"Gch1","GTP cyclohydrolase 1","14528"
"ENSMUSG00000037621",1.50618284466656,2.24477983259331,3.09444403338472e-15,"Atoh8","atonal bHLH transcription factor 8","71093"
"ENSMUSG00000037638",1.01541963088581,1.14569334287443,4.36150624482564e-07,"Zbtb42","zinc finger and BTB domain containing 42","382639"
"ENSMUSG00000037664",-1.31540188295079,4.47826503778585,4.56633305437919e-08,"Cdkn1c","cyclin-dependent kinase inhibitor 1C (P57)","12577"
"ENSMUSG00000037686",2.01394729242664,4.32620236287281,4.15547978265874e-29,"Aspg","asparaginase","104816"
"ENSMUSG00000037725",1.3131459606469,1.71182154670505,1.6581248970269e-05,"Ckap2","cytoskeleton associated protein 2","80986"
"ENSMUSG00000037731",1.83193932281395,1.6109941264286,1.39362916363311e-14,"Themis2","thymocyte selection associated family member 2","230787"
"ENSMUSG00000037860",1.90751870096814,2.00848342188975,1.16127794545338e-10,"Aim2","absent in melanoma 2","383619"
"ENSMUSG00000037868",2.40479245201989,1.30329028639832,1.4988684692664e-15,"Egr2","early growth response 2","13654"
"ENSMUSG00000037921",2.78833555754021,1.314471785453,4.45812013088242e-09,"Ddx60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","234311"
"ENSMUSG00000037962",2.52859968431569,0.861143435636695,2.33586088801743e-12,"Rflna","refilin A","73121"
"ENSMUSG00000037994",-1.05782321370492,0.873044092658164,1.77657114060956e-06,"Slc9b2","solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2","97086"
"ENSMUSG00000038147",3.16409961903563,3.93392664546974,3.56843188469066e-69,"Cd84","CD84 antigen","12523"
"ENSMUSG00000038156",1.21522324389188,6.72437582042597,2.3210856117062e-27,"Spon1","spondin 1, (f-spondin) extracellular matrix protein","233744"
"ENSMUSG00000038227",1.6221617636552,3.89546956373955,0.00105733563275159,"Hoxa9","homeobox A9","15405"
"ENSMUSG00000038352",1.77656586922617,2.30558730967712,1.41767397503596e-13,"Arl5c","ADP-ribosylation factor-like 5C","217151"
"ENSMUSG00000038357",-1.81153661229239,0.899436792885402,0.0440578794653546,"Camp","cathelicidin antimicrobial peptide","12796"
"ENSMUSG00000038393",1.77374848433476,5.45557555908521,1.84385133443099e-24,"Txnip","thioredoxin interacting protein","56338"
"ENSMUSG00000038418",1.56020279908729,5.56436505648508,2.85593344129366e-06,"Egr1","early growth response 1","13653"
"ENSMUSG00000038507",1.32625184370994,3.9412882548628,2.0711021726306e-11,"Parp12","poly (ADP-ribose) polymerase family, member 12","243771"
"ENSMUSG00000038521",1.94930050203761,0.681966802508348,2.27695808716512e-12,"C1s1","complement component 1, s subcomponent 1","50908"
"ENSMUSG00000038530",-1.10952271658922,6.77058626792417,1.15611640429561e-33,"Rgs4","regulator of G-protein signaling 4","19736"
"ENSMUSG00000038539",1.77986859623074,5.32040685396732,8.51181385871255e-23,"Atf5","activating transcription factor 5","107503"
"ENSMUSG00000038642",2.27842883659938,8.5343707884951,1.11120108990583e-79,"Ctss","cathepsin S","13040"
"ENSMUSG00000038695",-1.01156049927428,6.54447277603451,1.08691231416346e-07,"Josd2","Josephin domain containing 2","66124"
"ENSMUSG00000038811",1.45279032989487,1.49120515871974,2.92548161155191e-09,"Gngt2","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2","14710"
"ENSMUSG00000038843",1.62380861867022,2.83588649319465,4.0797334957344e-10,"Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2","14537"
"ENSMUSG00000038855",1.12292755826919,8.09582310801927,8.31786811933161e-23,"Itpkb","inositol 1,4,5-trisphosphate 3-kinase B","320404"
"ENSMUSG00000039005",1.44356550749706,1.51631767206676,1.24190940691523e-12,"Tlr4","toll-like receptor 4","21898"
"ENSMUSG00000039013",3.1236081677439,2.66005994030323,7.29281395110724e-45,"Siglecf","sialic acid binding Ig-like lectin F","233186"
"ENSMUSG00000039103",-1.20090503263791,3.887299490263,5.35681946356648e-14,"Nexn","nexilin","68810"
"ENSMUSG00000039323",1.36953822993137,7.00213748777041,1.69093514018091e-18,"Igfbp2","insulin-like growth factor binding protein 2","16008"
"ENSMUSG00000039377",1.4089644061428,0.622380171527003,2.02983471619161e-09,"Hlx","H2.0-like homeobox","15284"
"ENSMUSG00000039385",-1.01895166335562,3.07953316028548,1.54207075533072e-06,"Cdh6","cadherin 6","12563"
"ENSMUSG00000039405",1.74990580116737,2.74234411870562,8.33055136264811e-13,"Prss23","protease, serine 23","76453"
"ENSMUSG00000039457",3.47022558068158,1.73115452984173,1.02887625497098e-22,"Ppl","periplakin","19041"
"ENSMUSG00000039481",1.22619657309431,2.86324415700874,2.11102054418741e-11,"Nrtn","neurturin","18188"
"ENSMUSG00000039519",1.01398858925861,3.70253091417259,5.72609684622889e-07,"Cyp7b1","cytochrome P450, family 7, subfamily b, polypeptide 1","13123"
"ENSMUSG00000039616",1.23135140512486,1.33532807444797,9.45633471252513e-11,"Mocos","molybdenum cofactor sulfurase","68591"
"ENSMUSG00000039646",1.10219127178811,4.13804064688117,8.48959193611533e-12,"Vasn","vasorin","246154"
"ENSMUSG00000039701",1.2048741335466,6.58337876516342,5.14398751031876e-09,"Usp53","ubiquitin specific peptidase 53","99526"
"ENSMUSG00000039851",1.08719666936103,1.24622558948181,9.1279139271786e-09,"4932438H23Rik","RIKEN cDNA 4932438H23 gene","74387"
"ENSMUSG00000039899",1.09279559110894,3.31875615026924,0.000245116223474335,"Fgl2","fibrinogen-like protein 2","14190"
"ENSMUSG00000039903",1.226346058963,1.27580027635163,6.66658171458482e-06,"Eva1c","eva-1 homolog C (C. elegans)","70967"
"ENSMUSG00000040061",1.05440342528338,2.07019552486857,2.92716026414e-07,"Plcb2","phospholipase C, beta 2","18796"
"ENSMUSG00000040093",1.0390426504065,3.02659588823695,5.730307765259e-15,"Bmf","BCL2 modifying factor","171543"
"ENSMUSG00000040152",1.74576494239952,3.25295018626129,6.47536720207861e-14,"Thbs1","thrombospondin 1","21825"
"ENSMUSG00000040170",1.21945797038112,1.51987840757075,0.00295443360643845,"Fmo2","flavin containing monooxygenase 2","55990"
"ENSMUSG00000040187",-1.15908917567934,0.719524011600237,0.000118477384808484,"Arntl2","aryl hydrocarbon receptor nuclear translocator-like 2","272322"
"ENSMUSG00000040212",1.2720176360682,2.8746835153232,2.80135726437089e-07,"Emp3","epithelial membrane protein 3","13732"
"ENSMUSG00000040253",1.26412765839711,3.10318247678936,4.03647888055654e-05,"Gbp7","guanylate binding protein 7","229900"
"ENSMUSG00000040296",1.58676146860619,3.75167716398215,3.97776153673031e-11,"Ddx58","DEAD (Asp-Glu-Ala-Asp) box polypeptide 58","230073"
"ENSMUSG00000040424",-1.04993182271672,5.34415464693272,5.39943813419893e-16,"Hipk4","homeodomain interacting protein kinase 4","233020"
"ENSMUSG00000040435",1.25993943708374,4.45950622807338,8.73258141160432e-12,"Ppp1r15a","protein phosphatase 1, regulatory (inhibitor) subunit 15A","17872"
"ENSMUSG00000040483",1.70863161697311,3.90281032906764,5.49349961608966e-16,"Xaf1","XIAP associated factor 1","327959"
"ENSMUSG00000040528",3.09062323367498,0.834524687495925,3.84879944061685e-24,"Milr1","mast cell immunoglobulin like receptor 1","380732"
"ENSMUSG00000040552",3.11853596048159,3.44383317365799,3.00365427857948e-38,"C3ar1","complement component 3a receptor 1","12267"
"ENSMUSG00000040564",2.9675045123014,3.94665595309543,2.06872351038083e-26,"Apoc1","apolipoprotein C-I","11812"
"ENSMUSG00000040613",2.53816274652467,3.61526161564035,2.00090374244382e-31,"Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1","11810"
"ENSMUSG00000040663",2.34252101655907,1.82411094211573,7.69880777749194e-22,"Clcf1","cardiotrophin-like cytokine factor 1","56708"
"ENSMUSG00000040666",-1.3399858164619,4.54073997690091,8.95464422011242e-22,"Sh3bgr","SH3-binding domain glutamic acid-rich protein","50795"
"ENSMUSG00000040680",-1.05760450080007,0.733528652889379,3.75818975112794e-07,"Kremen2","kringle containing transmembrane protein 2","73016"
"ENSMUSG00000040690",1.41691649358398,5.46225222126217,4.59938181118295e-13,"Col16a1","collagen, type XVI, alpha 1","107581"
"ENSMUSG00000040714",1.41702836529271,1.82231125966947,1.8489182428129e-08,"Klc3","kinesin light chain 3","232943"
"ENSMUSG00000040740",2.45711900125981,4.30010844097787,1.56212191690671e-25,"Slc25a34","solute carrier family 25, member 34","384071"
"ENSMUSG00000040747",1.83548675176994,4.03302615171974,4.37258322378771e-38,"Cd53","CD53 antigen","12508"
"ENSMUSG00000040751",2.007886941393,1.79846838117458,3.5442614224905e-14,"Lat2","linker for activation of T cells family, member 2","56743"
"ENSMUSG00000040998",1.14684426286694,3.4326900835266,4.2482508117294e-11,"Npnt","nephronectin","114249"
"ENSMUSG00000041120",1.32971052558962,6.70213020751112,1.27385223563908e-15,"Nbl1","neuroblastoma, suppression of tumorigenicity 1","17965"
"ENSMUSG00000041205",-1.21089396053044,6.06926291534734,3.89204376032071e-09,"Map6d1","MAP6 domain containing 1","208158"
"ENSMUSG00000041220",-1.43622319085655,6.23491992599252,1.16112491449592e-20,"Elovl6","ELOVL family member 6, elongation of long chain fatty acids (yeast)","170439"
"ENSMUSG00000041362",-1.05823736831903,5.29416680990118,1.2679820009921e-08,"Shtn1","shootin 1","71653"
"ENSMUSG00000041390",1.8014554146748,2.68460823970835,6.61313719279866e-30,"Mdfic","MyoD family inhibitor domain containing","16543"
"ENSMUSG00000041449",5.27028937522494,2.27642155591381,5.52811646201959e-34,NA,NA,NA
"ENSMUSG00000041515",2.12866324637763,3.93282005237363,1.10790726582553e-34,"Irf8","interferon regulatory factor 8","15900"
"ENSMUSG00000041538",1.89975952661777,1.66390544043091,1.20994432687599e-26,"H2-Ob","histocompatibility 2, O region beta locus","15002"
"ENSMUSG00000041559",1.218438131108,5.9877467168838,2.63976517306602e-05,"Fmod","fibromodulin","14264"
"ENSMUSG00000041679",1.17433202604215,0.605234181234938,0.00152410786071698,"Lrrc29","leucine rich repeat containing 29","234684"
"ENSMUSG00000041736",1.84843705140968,3.63242736812472,4.36303163475217e-32,"Tspo","translocator protein","12257"
"ENSMUSG00000041771",1.95274008560754,4.22313337689997,8.79899381627017e-20,"Slc24a4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4","238384"
"ENSMUSG00000041797",1.0573451881075,4.16683571870458,1.37075522323147e-10,"Abca9","ATP-binding cassette, sub-family A (ABC1), member 9","217262"
"ENSMUSG00000041817",1.05387605487993,6.02678720483456,0.000625617017527259,"Fam169a","family with sequence similarity 169, member A","320557"
"ENSMUSG00000041828",1.12504017399962,3.72064821527936,0.00107998011731588,"Abca8a","ATP-binding cassette, sub-family A (ABC1), member 8a","217258"
"ENSMUSG00000041992",-1.08735396460984,6.88079428911593,2.50463760279053e-14,"Rapgef5","Rap guanine nucleotide exchange factor (GEF) 5","217944"
"ENSMUSG00000042190",1.56462598052499,2.87909509342295,2.41761636256177e-21,"Cmklr1","chemokine-like receptor 1","14747"
"ENSMUSG00000042213",2.3857589207225,3.8357307157766,3.67735551111919e-22,"Zfand4","zinc finger, AN1-type domain 4","67492"
"ENSMUSG00000042228",1.58781956114837,3.8079624971129,5.63539252094353e-28,"Lyn","LYN proto-oncogene, Src family tyrosine kinase","17096"
"ENSMUSG00000042312",1.07444325702677,5.42542739209456,1.2370576272388e-16,"S100a13","S100 calcium binding protein A13","20196"
"ENSMUSG00000042340",1.23738411923406,1.50403418230352,8.43110048532797e-12,"Ctf1","cardiotrophin 1","13019"
"ENSMUSG00000042379",1.620416880699,0.724502258873261,1.06490920647926e-05,"Esm1","endothelial cell-specific molecule 1","71690"
"ENSMUSG00000042436",-1.72017760723203,2.08146410811226,2.38208793393274e-05,"Mfap4","microfibrillar-associated protein 4","76293"
"ENSMUSG00000042529",-1.06182385450161,3.01599797673236,5.71627457214707e-14,"Kcnj12","potassium inwardly-rectifying channel, subfamily J, member 12","16515"
"ENSMUSG00000042613",1.49606787616517,7.52434119951563,1.60078629630794e-53,"Pbxip1","pre B cell leukemia transcription factor interacting protein 1","229534"
"ENSMUSG00000042622",3.47727382744212,3.96744210901923,1.66992809682083e-24,"Maff","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)","17133"
"ENSMUSG00000042677",1.98291565367629,1.75629255415412,1.91009195979133e-15,"Zc3h12a","zinc finger CCCH type containing 12A","230738"
"ENSMUSG00000042759",1.67596795553642,1.50303641005417,3.57555612428776e-20,"Apobr","apolipoprotein B receptor","171504"
"ENSMUSG00000042784",1.65679305389561,0.736056426401949,4.13282659219867e-12,"Muc1","mucin 1, transmembrane","17829"
"ENSMUSG00000042793",-1.35799986348511,2.92144070421304,1.03127105186191e-13,"Lgr6","leucine-rich repeat-containing G protein-coupled receptor 6","329252"
"ENSMUSG00000042812",1.18838377134007,0.911644426234418,0.000291869812863065,"Foxf1","forkhead box F1","15227"
"ENSMUSG00000042817",-1.13435032497782,4.04208004543815,4.12380678894132e-19,"Flt3","FMS-like tyrosine kinase 3","14255"
"ENSMUSG00000042826",-1.39586043249336,5.14449449722998,4.7815181772008e-32,"Fgf11","fibroblast growth factor 11","14166"
"ENSMUSG00000042834",-1.00917035949768,5.80190281441532,1.44990075464306e-11,"Nrep","neuronal regeneration related protein","27528"
"ENSMUSG00000042918",1.26378354091857,1.15654598733448,2.08346925940248e-09,"Mamstr","MEF2 activating motif and SAP domain containing transcriptional regulator","74490"
"ENSMUSG00000043008",1.78602989873943,2.54705183539363,6.52946460934336e-14,"Klhl6","kelch-like 6","239743"
"ENSMUSG00000043144",-2.47069803282323,1.33107366180685,5.48489441520438e-34,"Aqp6","aquaporin 6","11831"
"ENSMUSG00000043157",2.90177609342054,1.8051944046215,1.1674356258166e-29,"Arl11","ADP-ribosylation factor-like 11","219144"
"ENSMUSG00000043342",1.56793648532064,3.20639179487879,0.00480127511287807,"Hoxd9","homeobox D9","15438"
"ENSMUSG00000043415",1.55824170238759,3.84657891153133,3.3186751714116e-23,"Otud1","OTU domain containing 1","71198"
"ENSMUSG00000043448",-1.51438932765706,6.20250496615176,3.36658449682101e-07,"Gjc2","gap junction protein, gamma 2","118454"
"ENSMUSG00000043461",-1.03806780405265,3.06995562967019,9.85252803569249e-13,"Sptssb","serine palmitoyltransferase, small subunit B","66183"
"ENSMUSG00000043587",1.24477243715324,3.67882599373311,2.79682894973692e-16,"Pxylp1","2-phosphoxylose phosphatase 1","235534"
"ENSMUSG00000043953",1.23933049745862,1.49972397445449,1.5412792972351e-10,"Ccrl2","chemokine (C-C motif) receptor-like 2","54199"
"ENSMUSG00000044034",-1.03980454919516,2.5887194387313,2.25848314677594e-07,"Npb","neuropeptide B","208990"
"ENSMUSG00000044080",1.22060791692212,7.20309846540928,5.14049695597258e-28,"S100a1","S100 calcium binding protein A1","20193"
"ENSMUSG00000044197",1.04288805227386,5.41127837421233,3.89137257099495e-14,"Gpr146","G protein-coupled receptor 146","80290"
"ENSMUSG00000044258",1.44910757114,2.93080591881772,1.58014984549575e-08,"Ctla2a","cytotoxic T lymphocyte-associated protein 2 alpha","13024"
"ENSMUSG00000044338",-1.11169141666791,4.65355685945622,0.00052113359924704,"Aplnr","apelin receptor","23796"
"ENSMUSG00000044361",1.03482518713032,1.68691055693803,0.000697150226723035,"BC024139","cDNA sequence BC024139","271278"
"ENSMUSG00000044456",1.10113598636353,2.52279503547544,1.82074486159762e-07,"Rin3","Ras and Rab interactor 3","217835"
"ENSMUSG00000044468",2.30563356948927,3.75178331740562,1.80144528618228e-46,"Fam46c","family with sequence similarity 46, member C","74645"
"ENSMUSG00000044505",-1.74541184201084,3.97230082209222,2.5175022511154e-12,"Lingo4","leucine rich repeat and Ig domain containing 4","320747"
"ENSMUSG00000044583",2.90256361901881,3.7616281018817,8.54407723359885e-40,"Tlr7","toll-like receptor 7","170743"
"ENSMUSG00000044734",-1.34523612003224,5.73141110104832,1.66691721671595e-10,"Serpinb1a","serine (or cysteine) peptidase inhibitor, clade B, member 1a","66222"
"ENSMUSG00000044786",2.59450113460321,4.45660621370501,1.86901660228778e-16,"Zfp36","zinc finger protein 36","22695"
"ENSMUSG00000044811",2.79843579659664,3.53110667023175,1.1282709448385e-59,"Cd300c2","CD300C molecule 2","140497"
"ENSMUSG00000044827",1.9345823378848,1.38965267433937,2.10695984889292e-18,"Tlr1","toll-like receptor 1","21897"
"ENSMUSG00000044847",-1.10922011762075,5.59567084755685,3.37484222198712e-26,"Lsm11","U7 snRNP-specific Sm-like protein LSM11","72290"
"ENSMUSG00000045031",1.1120868572171,2.00589048489883,3.18152566251426e-08,"Cetn4","centrin 4","207175"
"ENSMUSG00000045094",1.25978273492235,3.88541888461589,1.3864908778871e-11,"Arhgef37","Rho guanine nucleotide exchange factor (GEF) 37","328967"
"ENSMUSG00000045193",1.33026016546523,6.10296764859072,3.30499200018974e-11,"Cirbp","cold inducible RNA binding protein","12696"
"ENSMUSG00000045246",-1.34806291074949,6.19709734934372,1.46741140544129e-27,"Kcng4","potassium voltage-gated channel, subfamily G, member 4","66733"
"ENSMUSG00000045259",1.09069478458831,1.19014773636689,1.43995613203899e-05,"Klhdc9","kelch domain containing 9","68874"
"ENSMUSG00000045322",1.66066409921996,1.68662898432162,1.01992874581121e-16,"Tlr9","toll-like receptor 9","81897"
"ENSMUSG00000045382",1.00067847847795,1.98603011818225,1.08791924185325e-05,"Cxcr4","chemokine (C-X-C motif) receptor 4","12767"
"ENSMUSG00000045502",2.33783857488193,1.40718211113306,1.64995515195073e-10,"Hcar2","hydroxycarboxylic acid receptor 2","80885"
"ENSMUSG00000045667",-1.80174754763313,2.17424749351227,1.67650951768638e-13,"Smtnl2","smoothelin-like 2","276829"
"ENSMUSG00000045817",1.37421173858617,5.45441604493095,6.30444224638838e-23,"Zfp36l2","zinc finger protein 36, C3H type-like 2","12193"
"ENSMUSG00000045932",1.58308908580289,4.73248218353977,7.57492345388632e-13,"Ifit2","interferon-induced protein with tetratricopeptide repeats 2","15958"
"ENSMUSG00000046186",4.52035850064577,5.27227278421438,3.13453741589533e-94,"Cd109","CD109 antigen","235505"
"ENSMUSG00000046223",2.77737391764607,1.74393991824068,6.70746967491622e-31,"Plaur","plasminogen activator, urokinase receptor","18793"
"ENSMUSG00000046337",-1.47644452497443,0.745616334799515,0.000219429416976645,"Fam178b","family with sequence similarity 178, member B","381337"
"ENSMUSG00000046402",1.7933025525211,4.39023472157595,4.13756818368019e-08,"Rbp1","retinol binding protein 1, cellular","19659"
"ENSMUSG00000046410",1.61302829103256,3.03626089411107,1.4514457319203e-23,"Kcnk6","potassium inwardly-rectifying channel, subfamily K, member 6","52150"
"ENSMUSG00000046442",-1.14956610024713,6.96438767840912,1.18836026530128e-24,"Ppm1e","protein phosphatase 1E (PP2C domain containing)","320472"
"ENSMUSG00000046688",1.24000817736944,3.45119261191589,1.39075281987414e-12,"Tifa","TRAF-interacting protein with forkhead-associated domain","211550"
"ENSMUSG00000046718",2.90949041590837,3.68356177886721,4.00495253834439e-19,"Bst2","bone marrow stromal cell antigen 2","69550"
"ENSMUSG00000046768",2.76222064068095,5.07775677207284,2.01277899168858e-59,"Rhoj","ras homolog family member J","80837"
"ENSMUSG00000046805",3.62814354189542,6.85412587738529,6.76908451684163e-59,"Mpeg1","macrophage expressed gene 1","17476"
"ENSMUSG00000046854",-1.0516096455458,2.28723990695509,1.51695667897196e-08,"Pip5kl1","phosphatidylinositol-4-phosphate 5-kinase-like 1","227733"
"ENSMUSG00000046879",1.87867207999483,4.70625619724998,5.26473932832053e-17,"Irgm1","immunity-related GTPase family M member 1","15944"
"ENSMUSG00000046958",-2.37173103306153,0.549566619740107,1.98436827309408e-20,NA,NA,NA
"ENSMUSG00000047180",2.11960770105093,1.4414084761192,5.43232178660908e-20,"Neurl3","neuralized E3 ubiquitin protein ligase 3","214854"
"ENSMUSG00000047293",-1.3160375694802,2.62290869365406,2.67417011479474e-05,"Gpr15","G protein-coupled receptor 15","71223"
"ENSMUSG00000047369",1.20568000141541,3.45306088219248,1.15148162730096e-10,"Dnah14","dynein, axonemal, heavy chain 14","240960"
"ENSMUSG00000047407",1.76753527487324,2.34374472442046,5.6049586689714e-28,"Tgif1","TGFB-induced factor homeobox 1","21815"
"ENSMUSG00000047420",-1.46113999685627,1.46453683941621,0.000814504112709456,"Fam180a","family with sequence similarity 180, member A","208164"
"ENSMUSG00000047606",-1.07187970159356,3.38124833695753,2.87284745456706e-12,"Ankrd34c","ankyrin repeat domain 34C","330998"
"ENSMUSG00000047676",3.58121906547604,2.80801252456309,0.000172513754663628,NA,NA,NA
"ENSMUSG00000047798",2.40642635205691,2.95899856925955,5.69901650273786e-17,"Cd300lf","CD300 molecule like family member F","246746"
"ENSMUSG00000047935",-1.26326073692327,0.886632723530089,3.19045660743633e-07,"Gm5607","predicted gene 5607","434280"
"ENSMUSG00000047986",-1.83187409767618,3.14792968026658,1.31462543959193e-18,"Palm3","paralemmin 3","74337"
"ENSMUSG00000048065",1.12618832512331,2.33241323503242,0.000545238445499003,"Cyb5r2","cytochrome b5 reductase 2","320635"
"ENSMUSG00000048087",1.81491310151864,1.46926609818616,0.00394995691882476,"Gm4737","predicted gene 4737","11615"
"ENSMUSG00000048332",1.62954454349203,5.43093240537127,2.90553906705638e-23,"Lhfp","lipoma HMGIC fusion partner","108927"
"ENSMUSG00000048368",1.06915774309919,1.15594059268269,0.0077157692630518,"Omd","osteomodulin","27047"
"ENSMUSG00000048534",3.05756067673157,0.937698304432271,4.05793893480154e-12,"Jaml","junction adhesion molecule like","270152"
"ENSMUSG00000048546",1.0222982737816,5.09521838960059,3.05580297495094e-08,"Tob2","transducer of ERBB2, 2","57259"
"ENSMUSG00000048572",1.04241287451014,2.90717035209842,9.47575397282692e-06,"Tmem252","transmembrane protein 252","226040"
"ENSMUSG00000048612",1.42260680467599,3.23294841612074,1.18568347531578e-10,"Myof","myoferlin","226101"
"ENSMUSG00000048636",4.83508203748192,1.360374900692,4.43856430852664e-15,"A730049H05Rik","RIKEN cDNA A730049H05 gene","74516"
"ENSMUSG00000048779",1.76698696741302,2.81338005670166,3.46806667914609e-24,"P2ry6","pyrimidinergic receptor P2Y, G-protein coupled, 6","233571"
"ENSMUSG00000048782",-1.08477910601058,4.09679999914401,4.77885541394461e-06,"Insc","inscuteable homolog (Drosophila)","233752"
"ENSMUSG00000048865",1.32659266769233,3.12251438681537,2.85662249066134e-11,"Arhgap30","Rho GTPase activating protein 30","226652"
"ENSMUSG00000048899",-1.27247795542432,6.36863367766378,5.87744479399552e-34,"Rimkla","ribosomal modification protein rimK-like family member A","194237"
"ENSMUSG00000049130",1.3319638707987,0.978898246635715,1.57609202044362e-05,"C5ar1","complement component 5a receptor 1","12273"
"ENSMUSG00000049134",1.50190807318323,1.7101338145942,3.40282573931998e-06,"Nrap","nebulin-related anchoring protein","18175"
"ENSMUSG00000049404",1.48384127878293,2.92073903243056,2.98953252155973e-19,"Rarres1","retinoic acid receptor responder (tazarotene induced) 1","109222"
"ENSMUSG00000049625",1.14588487280218,2.49619292612383,2.26989135074e-05,"Tifab","TRAF-interacting protein with forkhead-associated domain, family member B","212937"
"ENSMUSG00000049721",-1.24765241111633,5.82014886125767,6.59193233761795e-08,"Gal3st1","galactose-3-O-sulfotransferase 1","53897"
"ENSMUSG00000049723",5.72967894467716,0.993962140549896,3.93446181942909e-30,"Mmp12","matrix metallopeptidase 12","17381"
"ENSMUSG00000049988",1.80652808813937,0.771777201134352,2.14794609020633e-14,"Lrrc25","leucine rich repeat containing 25","211228"
"ENSMUSG00000050121",-1.19009808427639,5.18070476685425,0.000231834013527776,"Opalin","oligodendrocytic myelin paranodal and inner loop protein","226115"
"ENSMUSG00000050315",1.01744195159581,3.55610922911222,2.93535627496581e-13,"Synpo2","synaptopodin 2","118449"
"ENSMUSG00000050335",4.3041947532692,4.08037683654989,1.62926614486737e-87,"Lgals3","lectin, galactose binding, soluble 3","16854"
"ENSMUSG00000050359",4.80726025248564,0.901115176689182,1.07599284331361e-24,"Sprr1a","small proline-rich protein 1A","20753"
"ENSMUSG00000050370",3.55452184598978,0.761301047789972,7.21628069771257e-14,"Ch25h","cholesterol 25-hydroxylase","12642"
"ENSMUSG00000050511",-1.36913355972056,2.88466085003373,5.36867784355528e-15,"Oprd1","opioid receptor, delta 1","18386"
"ENSMUSG00000050592",-1.38305324666442,3.08262401565702,3.52637633977934e-17,"Fam78a","family with sequence similarity 78, member A","241303"
"ENSMUSG00000050708",1.08495125919503,5.85040136595073,1.00978058797699e-23,"Ftl1","ferritin light polypeptide 1","14325"
"ENSMUSG00000050732",1.16397822963991,4.14236138041816,1.41171437263817e-19,"Vamp8","vesicle-associated membrane protein 8","22320"
"ENSMUSG00000050777",2.00751854069092,2.46999575333054,2.96410990605033e-29,"Tmem37","transmembrane protein 37","170706"
"ENSMUSG00000051048",1.34068951117497,4.080368468303,1.60772415910955e-17,"P4ha3","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III","320452"
"ENSMUSG00000051111",-1.03082512131749,8.54582957051235,2.13749004372676e-16,"Sv2c","synaptic vesicle glycoprotein 2c","75209"
"ENSMUSG00000051212",1.15062231714378,1.57223789844606,6.69293222610972e-11,"Gpr183","G protein-coupled receptor 183","321019"
"ENSMUSG00000051439",2.28154995991506,3.7084718176765,2.22030522700154e-54,"Cd14","CD14 antigen","12475"
"ENSMUSG00000051498",1.24084339820948,0.859885129578226,6.58121921228639e-08,"Tlr6","toll-like receptor 6","21899"
"ENSMUSG00000051506",1.30764460243619,2.36113991611124,1.94525443283349e-12,"Wdfy4","WD repeat and FYVE domain containing 4","545030"
"ENSMUSG00000051652",1.24190147464554,3.56098485383812,6.40045492069851e-18,"Lrrc3","leucine rich repeat containing 3","237387"
"ENSMUSG00000051920",-1.79964015913288,2.64600868871153,2.4256484936302e-24,"Rspo2","R-spondin 2","239405"
"ENSMUSG00000052085",1.05047391443847,3.48435750207412,4.20707184446684e-08,"Dock8","dedicator of cytokinesis 8","76088"
"ENSMUSG00000052125",-1.37256618477289,4.1598149584575,4.63696982533073e-20,"F730043M19Rik","RIKEN cDNA F730043M19 gene","320046"
"ENSMUSG00000052142",1.5993083944446,2.82637046530023,4.14550999817179e-14,"Rasal3","RAS protein activator like 3","320484"
"ENSMUSG00000052160",1.8402864947316,4.73538476623888,5.51509131519308e-36,"Pld4","phospholipase D family, member 4","104759"
